Mol,mass,RT1_theoretical,RT2_theoretical,RT1_corrected,RT2_corrected,name,cas,match_factor,reverse_match_factor,spec_loc,hit_prob
"Dodecanoic acid, methyl ester C12",87,23.43,0.008,23.590301677340655,0.0587248322147651,"Undecanoic acid, 2-methyl-",24323-25-9,756,850,51602293,1.29
Methyl tetradecanoate C14,87,28.15,0.008,28.127799285147912,0.06711409395973154,Methyl tetradecanoate,124-10-7,833,865,65896244,35.51
Methyl tetradecanoate C14,87,28.15,0.008,28.127799285147912,0.06711409395973154,"Tridecanoic acid, 12-methyl-, methyl ester",5129-58-8,820,848,56639651,22.94
Methyl tetradecanoate C14,87,28.15,0.008,28.127799285147912,0.06711409395973154,"Tetradecanoic acid, 12-methyl-, methyl ester, (S)-",62691-5-8,772,867,61119986,4.75
Methyl tetradecanoate C14,87,28.15,0.008,28.127799285147912,0.06711409395973154,"Cyclopentaneundecanoic acid, methyl ester",25779-85-5,771,857,47709570,4.57
Methyl tetradecanoate C14,87,28.15,0.008,28.127799285147912,0.06711409395973154,"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,771,828,57487734,4.57
Methyl tetradecanoate C14,87,28.15,0.008,28.127799285147912,0.06711409395973154,2-Methylpentadecanoic acid,25354-92-1,762,816,58330888,3.31
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,855,895,57487734,32.45
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Hexadecanoic acid, methyl ester",112-39-0,854,876,53281898,31.19
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Pentadecanoic acid, methyl ester",7132-64-1,772,826,59729180,3.18
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,771,793,62241353,3.05
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Tridecanoic acid, methyl ester",1731-88-0,763,832,54400046,2.28
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,2-Methylpentadecanoic acid,25354-92-1,762,813,58330888,2.19
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,819,841,71790900,44.63
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,Methyl stearate,112-61-8,795,844,60287013,14.95
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,"Heptadecanoic acid, 10-methyl-, methyl ester",2490-25-7,792,801,58053798,13.21
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,2-Methyloctadecanoic acid,7217-83-6,768,824,58610434,4.42
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,"Heptadecanoic acid, 15-methyl-, methyl ester",54833-55-5,758,770,3642864,3.12
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,"Heptadecanoic acid, 9-methyl-, methyl ester",54934-57-5,755,765,58052878,2.76
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.45072909545593,0.22651006711409397,"Eicosanoic acid, methyl ester",1120-28-1,797,840,53838910,34.14
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.45072909545593,0.22651006711409397,"Tetradecanoic acid, 12-methyl-, methyl ester, (S)-",62691-5-8,720,856,61119986,4.16
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.45072909545593,0.22651006711409397,"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,717,853,57487734,3.68
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.45072909545593,0.22651006711409397,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,717,762,62241353,3.68
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.45072909545593,0.22651006711409397,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,716,759,60842102,3.53
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.45072909545593,0.22651006711409397,"Heptadecanoic acid, methyl ester",1731-92-6,715,801,55518835,3.4
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3775167785234899,"Docosanoic acid, methyl ester",929-77-1,803,841,60565165,36.62
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3775167785234899,Methyl 20-methyl-heneicosanoate,---,789,875,62526570,22.92
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3775167785234899,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,724,786,71790900,3.69
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3775167785234899,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,722,771,60842102,3.4
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3775167785234899,"Nonadecanoic acid, methyl ester",1731-94-8,718,804,56359167,2.87
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3775167785234899,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,716,771,62241353,2.65
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Tetracosanoic acid, methyl ester",2442-49-1,835,895,61398181,72.56
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Heneicosanoic acid, 18-propyl-, methyl ester",55334-67-3,733,740,8592644,5.21
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,711,770,60842102,2.06
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,702,758,62241353,1.49
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,697,846,57487734,1.2
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Hexadecanoic acid, 14-methyl-, methyl ester",2490-49-5,697,749,57204491,1.2
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.35921063738945,0.2181208053691275,"Cyclotrisiloxane, hexamethyl-",541-5-9,679,884,69464584,43.84
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.35921063738945,0.2181208053691275,"Arsenous acid, tris(trimethylsilyl) ester",55429-29-3,654,738,70591182,13.37
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.35921063738945,0.2181208053691275,Tris(tert-butyldimethylsilyloxy)arsane,---,632,733,3016266,5.28
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.35921063738945,0.2181208053691275,"1,2-Benzisothiazol-3-amine, TBDMS derivative",---,629,656,2731828,4.67
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.35921063738945,0.2181208053691275,"1,4-Bis(trimethylsilyl)benzene",13183-70-5,614,664,34706287,2.83
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.35921063738945,0.2181208053691275,"4-(7-Methyloctyl)phenol, TMS derivative",---,614,636,33305018,2.83
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8976510067114094,"Cyclotrisiloxane, hexamethyl-",541-5-9,675,889,69464584,47.0
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8976510067114094,"Arsenous acid, tris(trimethylsilyl) ester",55429-29-3,646,725,70591182,13.32
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8976510067114094,"1,2-Benzisothiazol-3-amine, TBDMS derivative",---,620,646,2731828,3.99
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8976510067114094,"1,4-Bis(trimethylsilyl)benzene",13183-70-5,612,660,34706287,2.97
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8976510067114094,"1,2-Dimethoxy-4-(1-methoxy-1-propenyl)benzene",---,611,672,70593525,2.86
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8976510067114094,"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",---,611,658,31905327,2.86
