Mol,mass,RT1_theoretical,RT2_theoretical,RT1_corrected,RT2_corrected,name,cas,match_factor,reverse_match_factor,spec_loc,hit_prob
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.26982691796279,0.07550335570469799,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,769,790,62241353,2.35
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.26982691796279,0.07550335570469799,2-Methylpentadecanoic acid,25354-92-1,768,820,58330888,2.26
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.12583892617449666,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,817,839,71790900,36.87
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.12583892617449666,Methyl stearate,112-61-8,808,859,60287013,26.76
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.12583892617449666,"Heptadecanoic acid, 10-methyl-, methyl ester",2490-25-7,787,795,58053798,11.38
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.12583892617449666,"Heptadecanoic acid, 15-methyl-, methyl ester",54833-55-5,761,773,3642864,3.41
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.12583892617449666,2-Methyloctadecanoic acid,7217-83-6,759,817,58610434,3.14
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.12583892617449666,"Heptadecanoic acid, 9-methyl-, methyl ester",54934-57-5,749,759,58052878,2.22
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20973154362416108,"Eicosanoic acid, methyl ester",1120-28-1,808,849,53838910,37.21
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20973154362416108,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,733,775,60842102,4.83
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20973154362416108,"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,731,862,57487734,4.46
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20973154362416108,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,729,775,62241353,4.11
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20973154362416108,"Tetradecanoic acid, 12-methyl-, methyl ester, (S)-",62691-5-8,725,864,61119986,3.47
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20973154362416108,"Nonadecanoic acid, methyl ester",1731-94-8,725,794,56359167,3.47
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.40268456375838924,"Docosanoic acid, methyl ester",929-77-1,815,854,60565165,55.1
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.40268456375838924,Methyl 20-methyl-heneicosanoate,---,788,876,62526570,16.21
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.40268456375838924,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,734,780,60842102,3.17
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.40268456375838924,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,727,787,71790900,2.43
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.40268456375838924,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,723,776,62241353,2.05
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.40268456375838924,"Nonadecanoic acid, methyl ester",1731-94-8,718,804,56359167,1.65
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6879194630872483,"Tetracosanoic acid, methyl ester",2442-49-1,835,898,61398181,68.96
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6879194630872483,"Heneicosanoic acid, 18-propyl-, methyl ester",55334-67-3,727,734,8592644,4.52
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6879194630872483,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,712,769,60842102,2.74
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6879194630872483,"Hexadecanoic acid, 14-methyl-, methyl ester",2490-49-5,706,756,57204491,2.15
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6879194630872483,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,698,752,62241353,1.6
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6879194630872483,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,695,758,71790900,1.42
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.19269696370845,0.06711409395973154,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",19095-24-0,664,729,54939763,34.89
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.19269696370845,0.06711409395973154,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",19095-23-9,650,710,55223965,21.84
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.19269696370845,0.06711409395973154,"Hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-",995-82-4,619,683,59159101,5.95
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.19269696370845,0.06711409395973154,"Arsenous acid, tris(trimethylsilyl) ester",55429-29-3,606,735,70591182,3.84
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.19269696370845,0.06711409395973154,"Cyclotrisiloxane, hexamethyl-",541-5-9,601,824,69464584,3.1
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.19269696370845,0.06711409395973154,"2-(p-Tolyl)propan-2-ol, TMS",1403992-16-4,590,675,38332613,2.12
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.210757299176585,0.7885906040268457,"Cyclotrisiloxane, hexamethyl-",541-5-9,648,856,69464584,16.69
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.210757299176585,0.7885906040268457,"Arsenous acid, tris(trimethylsilyl) ester",55429-29-3,635,715,70591182,10.78
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.210757299176585,0.7885906040268457,"1,2-Benzisothiazol-3-amine, TBDMS derivative",---,618,648,2731828,5.88
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.210757299176585,0.7885906040268457,"Silane, triethyl(2-phenylethoxy)-",14629-62-0,617,663,39451447,5.65
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.210757299176585,0.7885906040268457,"1,4-Bis(trimethylsilyl)benzene",13183-70-5,616,663,34706287,5.44
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.210757299176585,0.7885906040268457,"4-tert-Octylphenol, TMS derivative",78721-87-6,610,629,33864141,4.27
