Mol,mass,RT1_theoretical,RT2_theoretical,RT1_corrected,RT2_corrected,name,cas,match_factor,reverse_match_factor,spec_loc,hit_prob
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.26982691796279,0.07550335570469799,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,763,785,62241353,2.29
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1342281879194631,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,816,837,71790900,33.01
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1342281879194631,Methyl stearate,112-61-8,807,855,60287013,23.97
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1342281879194631,"Heptadecanoic acid, 10-methyl-, methyl ester",2490-25-7,788,796,58053798,11.64
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1342281879194631,2-Methyloctadecanoic acid,7217-83-6,765,817,58610434,4.25
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1342281879194631,"Heptadecanoic acid, 15-methyl-, methyl ester",54833-55-5,765,776,3642864,4.25
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1342281879194631,"Tetradecanoic acid, 12-methyl-, methyl ester, (S)-",62691-5-8,753,880,61119986,2.83
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.22651006711409397,"Eicosanoic acid, methyl ester",1120-28-1,802,842,53838910,33.99
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.22651006711409397,"Tetradecanoic acid, 12-methyl-, methyl ester, (S)-",62691-5-8,733,868,61119986,5.05
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.22651006711409397,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,730,775,62241353,4.46
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.22651006711409397,"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,729,858,57487734,4.29
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.22651006711409397,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,728,770,60842102,4.12
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.22651006711409397,"Heptadecanoic acid, methyl ester",1731-92-6,726,810,55518835,3.8
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.3859060402684564,"Docosanoic acid, methyl ester",929-77-1,811,850,60565165,51.59
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.3859060402684564,Methyl 20-methyl-heneicosanoate,---,787,875,62526570,17.28
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.3859060402684564,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,732,778,60842102,3.35
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.3859060402684564,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,725,785,71790900,2.56
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.3859060402684564,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,723,775,62241353,2.36
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.65611731381519,0.3859060402684564,"Nonadecanoic acid, methyl ester",1731-94-8,720,806,56359167,2.09
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6963087248322147,"Tetracosanoic acid, methyl ester",2442-49-1,821,886,61398181,65.58
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6963087248322147,"Heneicosanoic acid, 18-propyl-, methyl ester",55334-67-3,720,726,8592644,4.8
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6963087248322147,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,702,757,60842102,2.47
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6963087248322147,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,701,753,62241353,2.37
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6963087248322147,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,695,757,71790900,1.87
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.61173502165295,0.6963087248322147,"Hexadecanoic acid, 14-methyl-, methyl ester",2490-49-5,693,741,57204491,1.72
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.484095892650195,0.0587248322147651,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",19095-23-9,566,616,55223965,11.85
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.484095892650195,0.0587248322147651,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",19095-24-0,557,610,54939763,8.61
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.484095892650195,0.0587248322147651,"Hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-",995-82-4,556,608,59159101,8.27
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.484095892650195,0.0587248322147651,"2-(Pyridin-2-ylformamido)acetic acid, 2TMS",---,550,600,30510155,6.5
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.484095892650195,0.0587248322147651,"Silicic acid, diethyl bis(trimethylsilyl) ester",3555-45-1,542,711,53774046,4.85
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.484095892650195,0.0587248322147651,"Thymol, TBDMS derivative",330455-64-6,537,635,34146405,3.91
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8053691275167785,"Cyclotrisiloxane, hexamethyl-",541-5-9,659,878,69464584,27.37
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8053691275167785,"Arsenous acid, tris(trimethylsilyl) ester",55429-29-3,647,726,70591182,18.22
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8053691275167785,"1,2-Dimethoxy-4-(1-methoxy-1-propenyl)benzene",---,614,674,70593525,4.77
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8053691275167785,Tris(tert-butyldimethylsilyloxy)arsane,---,613,726,3016266,4.58
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8053691275167785,"1,2-Benzisothiazol-3-amine, TBDMS derivative",---,611,638,2731828,4.23
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.189943089966455,0.8053691275167785,"1,4-Bis(trimethylsilyl)benzene",13183-70-5,609,655,34706287,3.9
