Mol,mass,RT1_theoretical,RT2_theoretical,RT1_corrected,RT2_corrected,name,cas,match_factor,reverse_match_factor,spec_loc,hit_prob
Methyl tetradecanoate C14,87,28.15,0.008,28.148613494358038,0.050335570469798654,"Tridecanoic acid, 12-methyl-, methyl ester",5129-58-8,820,850,56639651,23.5
Methyl tetradecanoate C14,87,28.15,0.008,28.148613494358038,0.050335570469798654,"Cyclopentaneundecanoic acid, methyl ester",25779-85-5,775,862,47709570,5.0
Methyl tetradecanoate C14,87,28.15,0.008,28.148613494358038,0.050335570469798654,"Tetradecanoic acid, 12-methyl-, methyl ester, (S)-",62691-5-8,773,867,61119986,4.61
Methyl tetradecanoate C14,87,28.15,0.008,28.148613494358038,0.050335570469798654,"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,764,820,57487734,3.35
Methyl tetradecanoate C14,87,28.15,0.008,28.148613494358038,0.050335570469798654,2-Methylpentadecanoic acid,25354-92-1,764,819,58330888,3.35
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,849,895,57487734,35.73
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Hexadecanoic acid, methyl ester",112-39-0,841,866,53281898,26.65
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,770,791,62241353,3.79
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Pentadecanoic acid, methyl ester",7132-64-1,765,821,59729180,3.05
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,2-Methylpentadecanoic acid,25354-92-1,754,809,58330888,2.09
"Hexadecanoic acid, methyl ester C16",87,32.22,0.042,32.24901270875267,0.06711409395973154,"Tridecanoic acid, methyl ester",1731-88-0,752,825,54400046,1.93
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,816,837,71790900,33.41
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,Methyl stearate,112-61-8,798,845,60287013,17.23
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,"Heptadecanoic acid, 10-methyl-, methyl ester",2490-25-7,790,798,58053798,12.85
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,2-Methyloctadecanoic acid,7217-83-6,771,825,58610434,6.24
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,"Heptadecanoic acid, 15-methyl-, methyl ester",54833-55-5,757,768,3642864,3.9
Methyl stearate C18,87,36.08,0.083,36.0163845757853,0.1174496644295302,"Heptadecanoic acid, 9-methyl-, methyl ester",54934-57-5,756,766,58052878,3.75
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20134228187919462,"Eicosanoic acid, methyl ester",1120-28-1,794,836,53838910,35.3
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20134228187919462,"Pentadecanoic acid, 14-methyl-, methyl ester",5129-60-2,731,867,57487734,5.91
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20134228187919462,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,726,773,62241353,4.76
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20134228187919462,"Tetradecanoic acid, 12-methyl-, methyl ester, (S)-",62691-5-8,720,857,61119986,3.74
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20134228187919462,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,719,762,60842102,3.6
"Eicosanoic acid, methyl ester C20",87,39.35,0.208,39.471543304666056,0.20134228187919462,"Nonadecanoic acid, 10-methyl-, methyl ester",55334-32-2,715,727,4214401,3.04
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3691275167785235,"Docosanoic acid, methyl ester",929-77-1,798,841,60565165,39.55
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3691275167785235,Methyl 20-methyl-heneicosanoate,---,782,877,62526570,22.77
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3691275167785235,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,725,772,60842102,4.26
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3691275167785235,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,714,774,71790900,2.92
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3691275167785235,"Tetradecanoic acid, 12-methyl-, methyl ester, (S)-",62691-5-8,713,857,61119986,2.81
"Docosanoic acid, methyl ester C22",87,42.46,0.399,42.635303104605065,0.3691275167785235,"Nonadecanoic acid, methyl ester",1731-94-8,708,797,56359167,2.26
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Tetracosanoic acid, methyl ester",2442-49-1,834,897,61398181,69.0
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Heneicosanoic acid, 18-propyl-, methyl ester",55334-67-3,726,732,8592644,4.52
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Octadecanoic acid, 17-methyl-, methyl ester",55124-97-5,708,765,60842102,2.33
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Tetradecanoic acid, 12-methyl-, methyl ester",5129-66-8,703,758,62241353,1.88
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Heptadecanoic acid, 16-methyl-, methyl ester",5129-61-3,701,764,71790900,1.73
"Tetracosanoic acid, methyl ester C24",87,45.43,0.749,45.59092081244282,0.6795302013422819,"Hexadecanoic acid, 14-methyl-, methyl ester",2490-49-5,696,746,57204491,1.39
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.380024846599575,0.24328859060402686,"Cyclotrisiloxane, hexamethyl-",541-5-9,680,892,69464584,41.95
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.380024846599575,0.24328859060402686,"Arsenous acid, tris(trimethylsilyl) ester",55429-29-3,649,736,70591182,11.43
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.380024846599575,0.24328859060402686,"1,2-Benzisothiazol-3-amine, TBDMS derivative",---,630,656,2731828,5.55
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.380024846599575,0.24328859060402686,"1,2-Dimethoxy-4-(1-methoxy-1-propenyl)benzene",---,623,685,70593525,4.25
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.380024846599575,0.24328859060402686,"4-tert-Octylphenol, TMS derivative",78721-87-6,617,634,33864141,3.34
"Hexacosanoic acid, methyl ester C26",87,48.29,0.141,48.380024846599575,0.24328859060402686,Tris(tert-butyldimethylsilyloxy)arsane,---,616,720,3016266,3.21
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.169128880756325,0.7885906040268457,"Cyclotrisiloxane, hexamethyl-",541-5-9,669,881,69464584,36.74
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.169128880756325,0.7885906040268457,"Arsenous acid, tris(trimethylsilyl) ester",55429-29-3,649,725,70591182,16.73
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.169128880756325,0.7885906040268457,"1,2-Benzisothiazol-3-amine, TBDMS derivative",---,620,644,2731828,4.74
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.169128880756325,0.7885906040268457,Tris(tert-butyldimethylsilyloxy)arsane,---,619,728,3016266,4.55
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.169128880756325,0.7885906040268457,"4-tert-Octylphenol, TMS derivative",78721-87-6,614,632,33864141,3.67
"Octacosanoic acid, methyl ester C28",87,51.2,0.924,51.169128880756325,0.7885906040268457,"1,2-Dimethoxy-4-(1-methoxy-1-propenyl)benzene",---,610,669,70593525,3.1
